title,popularity,collection,genres_encoded
Surviving the Game,3.644641,,"[0, 1, 17, 4]"
Terminal Velocity,8.012225,,"[0, 17]"
Thirty Two Short Films About Glenn Gould,0.873068,,"[6, 12]"
Threesome,10.82236,,"[3, 6, 7, 14]"
The Nightmare Before Christmas,17.730913,,"[8, 2, 7]"
The Three Musketeers,6.34785,,"[0, 1, 3]"
Tombstone,11.338194,,"[0, 1, 6, 10, 19]"
Trial by Jury,0.85586,,"[6, 0, 17]"
True Romance,17.189328,,"[0, 17, 4, 14]"
The War Room,1.273617,,"[5, 10]"
The Pagemaster,7.436001,,"[8, 15, 7, 2]"
"Paris, France",0.741522,,"[6, 3]"
"The Beans of Egypt, Maine",0.38247,,[]
Killer,0.422224,,"[17, 6, 14]"
Welcome to the Dollhouse,5.14056,,"[3, 6]"
Germinal,2.759302,,"[6, 14]"
Chasers,9.85327,,"[3, 14]"
Cronos,5.513024,,"[6, 11, 17]"
Naked in New York,0.449733,,"[3, 14]"
Kika,3.647321,,"[3, 6]"
Bhaji on the Beach,0.441585,,"[3, 6]"
Little Big League,1.960563,,"[3, 7]"
The Slingshot,1.764582,,[6]
Wide Eyed and Legless,0.00015,,"[16, 6, 14, 3]"
Foreign Student,0.002789,,"[6, 14]"
"Ciao, Professore!",3.456868,,"[3, 9]"
Spanking the Monkey,2.799575,,"[3, 6]"
The Little Rascals,6.707109,,"[14, 3, 7]"
À la mode,8.2e-05,,[3]
Andre,3.139316,,"[6, 7, 1]"
The Escort,0.046196,,"[17, 4, 6]"
Princess Caraboo,1.943323,,"[3, 6, 10, 13]"
The Celluloid Closet,6.784687,,"[10, 5]"
Café au Lait,1.040873,,"[6, 3, 14, 9]"
Dear Diary,2.904734,,"[3, 6]"
I Don't Want to Talk About It,1.213481,,"[14, 6]"
The Brady Bunch Movie,4.233092,The Brady Bunch Collection,[3]
Home Alone,0.702543,Home Alone Collection,"[3, 7]"
Ghost,11.945397,,"[8, 6, 17, 13, 14]"
Aladdin,16.357419,Aladdin Collection,"[2, 7, 3, 1, 8, 14]"
Terminator 2: Judgment Day,22.661695,The Terminator Collection,"[0, 17, 15]"
Dances with Wolves,11.654349,,"[1, 6, 19]"
Tough and Deadly,0.426887,,"[17, 0, 6]"
Batman,19.10673,Batman Collection,"[8, 0]"
The Silence of the Lambs,4.307222,The Hannibal Lecter Anthology,"[4, 6, 17]"
Snow White and the Seven Dwarfs,16.263878,,"[8, 2, 7]"
Beauty and the Beast,23.433511,Beauty and the Beast Collection,"[14, 7, 2, 8, 12]"
Pinocchio,14.202284,,"[2, 7]"
Pretty Woman,13.348451,,"[14, 3]"
Window to Paris,0.345748,,"[3, 6, 8]"
The Wild Bunch,11.722424,,"[1, 19]"
Love and a .45,3.40523,,"[4, 17]"
The Wooden Man's Bride,0.088451,,"[6, 9, 14]"
A Great Day in Harlem,0.076352,,[]
Bye Bye Love,2.47308,,"[3, 14]"
One Fine Day,7.009946,,"[3, 14]"
Candyman: Farewell to the Flesh,4.983552,Candyman Collection,[11]
Century,1.461029,,"[14, 6]"
Fargo,12.61469,,"[4, 6, 17]"
Homeward Bound II: Lost in San Francisco,14.657754,Homeward Bound Collection,"[1, 3, 6, 7]"
Heavy Metal,7.640073,Heavy Metal Collection,"[2, 15]"
Hellraiser: Bloodline,5.263187,Hellraiser Collection,"[11, 17, 15]"
The Pallbearer,8.174116,,"[3, 14]"
Jane Eyre,2.420301,,"[6, 14]"
Loaded,0.618066,,"[6, 13, 17]"
Bread and Chocolate,1.306628,,"[3, 9]"
The Aristocats,9.834047,,"[2, 3, 7, 1]"
The Flower of My Secret,2.286788,,"[6, 14]"
Two Much,1.620174,,"[3, 14]"
Ed,5.174212,,"[3, 7]"
Scream of Stone,0.736081,,"[1, 6, 5]"
My Favorite Season,0.516924,,[6]
A Modern Affair,0.173207,,[]
Condition Red,0.793932,,"[17, 0, 6]"
Halfaouine: Boy of the Terraces,1.983301,,"[3, 6]"
A Thin Line Between Love and Hate,2.256747,,"[3, 17, 4, 14]"
The Last Supper,4.619915,,"[3, 17, 4, 6]"
Primal Fear,10.326213,,"[4, 6, 13, 17]"
Rude,0.065827,,[]
Carried Away,1.67218,,"[6, 14]"
All Dogs Go to Heaven 2,5.028897,All Dogs Go to Heaven Collection,"[14, 2, 7, 1, 8]"
Land and Freedom,6.144235,,"[6, 10, 18, 14]"
Denise Calls Up,0.466476,,[3]
Theodore Rex,2.583686,,"[8, 15, 7]"
A Family Thing,6.207993,,"[3, 6]"
Frisk,0.319215,,"[6, 17]"
Sgt. Bilko,5.70904,,"[3, 7]"
Jack & Sarah,1.523446,,"[3, 6, 14]"
Girl 6,4.405169,,[3]
Diabolique,4.530079,,"[6, 11, 13, 17]"
"Little Indian, Big City",4.728163,,"[1, 6, 3, 7]"
Roula,0.149157,,"[14, 6]"
Peanuts – Die Bank zahlt alles,0.066123,,[3]
Happy Weekend,0.002229,,[3]
Nelly and Monsieur Arnaud,1.784647,,"[6, 14]"
Courage Under Fire,11.595316,,"[6, 17, 13, 18]"
Mission: Impossible,15.793477,Mission: Impossible Collection,"[1, 0, 17]"
Cold Fever,0.494977,,"[6, 3]"
Moll Flanders,2.337263,,"[6, 14]"
The Superwife,0.821299,,[3]
"301, 302",0.396626,,"[11, 13, 17]"
DragonHeart,23.63659,DragonHeart Collection,[8]
Und keiner weint mir nach,0.439989,,[6]
My Mother's Courage,0.622885,,[6]
Eddie,3.09233,,"[0, 3]"
Yankee Zulu,1.558066,,"[6, 3]"
Billy's Holiday,0.002444,,[]
Purple Noon,3.804493,,"[4, 6, 17]"
August,0.987434,,"[14, 3, 6]"
James and the Giant Peach,13.217623,,"[1, 2, 7]"
Fear,6.954926,,"[6, 17, 14]"
Kids in the Hall: Brain Candy,2.299851,,[3]
Faithful,1.296862,,"[3, 4, 6]"
Underground,14.587894,,"[18, 6, 3]"
All Things Fair,3.582047,,"[18, 6, 14]"
Bloodsport II,3.085207,Bloodsport Collection,"[0, 17]"
Pather Panchali,3.900709,The Apu Collection,[6]
The World of Apu,2.381806,The Apu Collection,[6]
Mystery Science Theater 3000: The Movie,2.985163,,"[3, 15]"
Tarantella,0.001662,,[]
Space Jam,11.054251,,"[2, 3, 6, 7, 8]"
Barbarella,14.304205,,[15]
Hostile Intentions,0.062388,,"[17, 0, 6]"
They Bite,0.466991,,"[3, 11, 15]"
Some Folks Call It a Sling Blade,0.459376,,"[6, 17]"
The Run of the Country,0.117662,,"[6, 14]"
Alphaville,4.658149,Lemmy Caution Collection,"[6, 15, 13]"
Coup de Torchon,2.272213,,[6]
Tigrero: A Film That Was Never Made,0.18343,,"[5, 9]"
The Eye of Vichy,0.004117,,[]
Windows,0.400023,,"[11, 6, 17]"
It's My Party,2.791667,,[6]
Country Life,0.487357,,"[6, 14]"
Operation Dumbo Drop,4.357971,,"[0, 1, 3, 7]"
The Promise,0.122178,,"[6, 14]"
Mrs. Winterbourne,9.1861,,"[3, 14, 6]"
Solo,1.899069,,"[0, 1, 15, 17]"
Under The Domim Tree,0.71066,,"[6, 9]"
The Substitute,10.68537,The Substitute Collection,"[0, 17]"
True Crime,1.217249,,"[4, 13, 17]"
Butterfly Kiss,0.877853,,"[4, 6, 14, 17]"
Feeling Minnesota,10.298582,,"[0, 3, 6, 17]"
Delta of Venus,1.099187,,"[6, 14]"
To Cross the Rubicon,0.006854,,[]
Angus,2.25008,,"[3, 6, 7, 14]"
Priest Daens,0.755047,,"[6, 10]"
Faces,7.918418,,[6]
Boys,1.579153,,"[14, 6, 13]"
The Quest,7.941972,,"[0, 1]"
Cosi,0.947007,,"[3, 14]"
Sunset Park,1.231692,,[6]
Mulholland Falls,5.79463,,"[6, 13, 17]"
The Truth About Cats & Dogs,5.121203,,"[3, 14]"
Oliver & Company,10.813579,,"[2, 3, 7]"
Celtic Pride,1.940747,,[3]
Flipper,4.557006,,"[1, 7]"
Captives,1.926109,,"[6, 17, 13, 14]"
Of Love and Shadows,0.709209,,[6]
Dead Man,6.505272,,"[6, 8, 19]"
The Horseman on the Roof,1.690768,,"[18, 1, 6, 14]"
Switchblade Sisters,6.035166,,"[0, 4, 6]"
Mouth to Mouth,1.133409,,"[3, 9]"
The Visitors,7.326169,The Visitors Collection,"[8, 3, 15]"
Multiplicity,8.768806,,"[3, 8, 15]"
"The Haunted World of Edward D. Wood, Jr.",0.037443,,[5]
Two Friends,0.003949,,"[6, 9]"
The Craft,12.860385,,"[6, 8, 11, 17]"
The Great White Hype,3.321765,,"[3, 6]"
Last Dance,1.196686,,"[6, 17]"
Cold Comfort Farm,1.92386,,"[3, 6, 14]"
"Institute Benjamenta, or This Dream People Call Human Life",0.543042,,"[2, 6]"
Heaven's Prisoners,9.264679,,"[6, 13, 17]"
Original Gangstas,0.343579,,"[0, 6, 4, 17]"
The Rock,13.249824,,"[0, 1, 17]"
Getting Away with Murder,0.746662,,[3]
Cemetery Man,6.247819,,"[8, 6, 11, 3]"
Twister,8.739144,,"[0, 1, 6]"
Barb Wire,5.877599,,"[0, 15]"
Le Garçu,0.125882,,[6]
Honeymoon,0.652621,,[3]
Ghost in the Shell,10.686166,Ghost in the Shell Collection,"[0, 2, 15]"
Thinner,4.856229,,"[11, 17]"
Spy Hard,8.202057,,"[0, 3]"
Brothers in Trouble,0.594716,,"[3, 6]"
A Close Shave,6.796858,Wallace & Gromit Collection,"[7, 2, 3]"
Force of Evil,4.386329,,"[6, 0, 4]"
The Stupids,1.751457,,"[3, 7]"
The Arrival,6.497591,The Arrival Collection,"[0, 13, 15, 17]"
The Man from Down Under,0.068254,,"[6, 18]"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9.80398,,"[6, 3, 18]"
Careful,0.160571,,"[11, 3, 6, 8]"
A Month by the Lake,0.851078,,"[3, 6, 14]"
Gold Diggers: The Secret of Bear Mountain,5.508101,,[6]
Kim,1.048075,,"[7, 1]"
Carmen Miranda: Bananas Is My Business,0.146287,,[5]
Ashes of Time,5.215992,,"[6, 0]"
The Jar,0.401531,,[]
Maya Lin: A Strong Clear Vision,0.001608,,[5]
Stalingrad,7.667284,,"[6, 10, 18]"
The Phantom,8.079541,,"[1, 0]"
Striptease,11.341502,,"[6, 17, 4]"
The Last of the High Kings,1.427756,,"[6, 3]"
Heavy,0.889498,,"[6, 14]"
Jack,6.287245,,"[3, 6, 15]"
I Shot Andy Warhol,2.771201,,[6]
The Grass Harp,0.365418,,"[3, 6, 7]"
Someone Else's America,0.099602,,[6]
Life is Rosy,0.514363,,"[12, 14]"
Quartier Mozart,0.011938,,[]
Touki Bouki,0.043903,"Martin Scorsese’s World Cinema Project, Vol. 1","[6, 14]"
God's Gift,0.049573,,[6]
Spirits of the Dead,1.794298,,"[6, 13, 11]"
Babyfever,0.001687,,[]
Pharaoh's  Army,0.837911,,"[19, 6, 18]"
Trainspotting,19.348466,Trainspotting Collection,"[6, 4]"
Til There Was You,2.700061,,"[3, 14]"
Independence Day,17.634197,Independence Day Collection,"[0, 1, 15]"
Stealing Beauty,6.418805,,"[6, 14]"
The Fan,12.202063,,"[6, 13, 17]"
The Hunchback of Notre Dame,13.553999,The Hunchback of Notre Dame Collection,"[6, 2, 7]"
The Cable Guy,7.586577,,"[3, 6, 17]"
Kingpin,11.633347,,[3]
Eraser,6.919314,,"[0, 6, 13, 17]"
The Gate of Heavenly Peace,0.10705,,[5]
The Nutty Professor,9.651581,The Nutty Professor Collection,"[8, 3, 14, 15]"
"I, the Worst of All",0.202495,,"[6, 9]"
An Unforgettable Summer,0.826372,,"[6, 14, 18]"
A Hungarian Fairy Tale,0.043125,,[]
My Life and Times With Antonin Artaud,0.000308,,[]
Midnight Dancers,0.05956,,[]
Somebody to Love,0.970688,,"[3, 6]"
A Very Natural Thing,0.147662,,[6]
The Old Lady Who Walked in the Sea,0.573423,,[3]
Daylight,11.995799,,"[0, 1, 17]"
The Frighteners,12.09096,,"[11, 3]"
Lone Star,9.069963,,"[6, 13, 14]"
Harriet the Spy,4.086563,,"[3, 6, 7]"
Phenomenon,5.575992,,"[6, 8, 14, 15]"
Walking and Talking,0.913281,,"[3, 6, 14]"
She's the One,10.827266,,"[3, 14]"
A Time to Kill,13.309013,,"[4, 6, 17]"
American Buffalo,7.031279,,[6]
Rendezvous in Paris,0.227128,,"[14, 3]"
Alaska,2.318141,,[1]
Fled,3.906949,,"[0, 3, 17]"
Kazaam,8.962892,,"[8, 3, 15, 7]"
Magic Hunter,0.091984,,[]
Larger Than Life,3.521921,,"[7, 3]"
A Boy Called Hate,1.56604,,[]
Power 98,0.926867,,"[0, 13, 17]"
Two Deaths,0.145092,,"[18, 6]"
A Very Brady Sequel,9.898696,The Brady Bunch Collection,[3]
Stefano Quantestorie,0.036699,,[3]
Death in the Garden,1.116063,,"[1, 6]"
Hedd Wyn,0.270432,,"[18, 6]"
La Collectionneuse,1.683348,,"[6, 3, 14]"
Kaspar Hauser,0.000578,,"[6, 9]"
Regular Guys,1.165202,,"[3, 9]"
Diebinnen,0.106345,,[6]
The Convent,1.606957,,[17]
The Adventures of Pinocchio,7.523528,,"[2, 7, 8]"
Joe's Apartment,9.490858,,"[8, 3, 12]"
The First Wives Club,10.177303,,[3]
Stonewall,0.940228,,"[14, 6, 3]"
Ransom,8.772188,,"[0, 17]"
High School High,4.220058,,[3]
Phat Beach,0.879852,,[3]
Foxfire,3.186891,,"[0, 6, 17]"
Chain Reaction,15.874491,,"[0, 6, 15, 17]"
Matilda,10.034915,,"[3, 7, 8]"
Emma,6.593011,,"[6, 3, 14]"
The Crow: City of Angels,6.554679,The Crow Collection,"[0, 8, 17]"
House Arrest,12.297782,,"[3, 7]"
Eyes Without a Face,9.935891,,"[6, 11, 17]"
Bordello of Blood,3.450402,Tales from the Crypt Collection,"[11, 3]"
Lotto Land,0.042365,,[6]
The Story of Xinghua,0.001652,,[]
The Day the Sun Turned Cold,0.076062,,[]
Flirt,1.663948,,"[6, 14]"
The Big Squeeze,0.404501,,[6]
The Spitfire Grill,1.19589,,"[3, 6]"
Escape from L.A.,12.229381,Escape From ... Collection,"[0, 1, 15, 17]"
Cyclo,1.781952,,"[4, 6]"
Basquiat,4.797674,,"[6, 10]"
Tin Cup,6.24966,,"[3, 6, 14]"
Dingo,0.124273,,"[6, 12]"
The Ballad of Narayama,0.969254,,[6]
Every Other Weekend,0.629807,,[6]
Mille bolle blu,0.03537,,[]
Crows and Sparrows,0.036478,,[]
The Godfather,41.109264,The Godfather Collection,"[6, 4]"
Maybe... Maybe Not,8.593319,,"[3, 6]"
Police Story 3: Supercop,6.751864,Police Story Collection,"[0, 4, 17]"
Manny & Lo,1.143656,,"[6, 3]"
Wife,0.096079,,[6]
Small Faces,0.90913,,[]
Bound,12.449574,,"[4, 6, 14, 17]"
Carpool,3.714049,,"[3, 7]"
Death in Brunswick,0.913987,,[6]
Kansas City,5.130136,,"[17, 6, 12, 4]"
Gone Fishin',2.289647,,"[3, 7]"
Lover's Knot,0.14315,,"[14, 3]"
Vive L'Amour,1.404588,,[6]
Shadow of Angels,0.364246,,[6]
Killer: A Journal of Murder,0.705136,,[6]
Nothing to Lose,0.001771,,"[0, 4, 6]"
Project S,1.262539,Police Story Collection,"[0, 1, 4]"
Girls Town,0.635669,,"[3, 6]"
Bye-Bye,0.109406,,[6]
The Relic,7.699967,,"[11, 13, 17]"
The Island of Dr. Moreau,12.725343,,"[8, 11, 15]"
First Kid,6.510437,,"[3, 7]"
The Trigger Effect,9.028947,,"[6, 17]"
Sweet Nothing,0.234665,,[]
Bogus,2.523605,,"[8, 3, 7]"
Bulletproof,7.859132,,"[0, 1, 3, 17]"
Talk of Angels,0.978989,,"[6, 14, 18]"
The Land Before Time III: The Time of the Great Giving,6.372442,The Land Before Time Collection,"[2, 1, 7]"
1-900,0.062128,,[]
Baton Rouge,0.437895,,[17]
Halloween: The Curse of Michael Myers,8.768288,Halloween Collection,"[11, 17]"
Twelfth Night,4.69668,,"[6, 3, 14]"
Mother Night,6.038784,,"[6, 10]"
Liebelei,0.472479,,"[6, 14]"
Venice,0.14713,,"[6, 14]"
Wild Reeds,2.115268,,"[6, 14]"
For Whom the Bell Tolls,14.373861,,"[6, 10, 14, 17]"
The Philadelphia Story,8.888069,,"[3, 14]"
Singin' in the Rain,11.064858,,"[3, 12, 14]"
An American in Paris,5.565203,,"[6, 3, 12, 14]"
Funny Face,5.461487,,"[12, 3, 14]"
Breakfast at Tiffany's,10.879289,,"[3, 6, 14]"
Vertigo,18.20822,,"[13, 14, 17]"
Rear Window,17.911314,,"[6, 13, 17]"
It Happened One Night,6.465257,,"[3, 14]"
Gaslight,14.545058,,"[6, 13, 17, 4]"
The Gay Divorcee,2.863935,,"[3, 12, 14]"
North by Northwest,12.410427,,"[13, 17]"
The Apartment,11.994281,,"[3, 6, 14]"
Some Like It Hot,11.845107,,"[3, 14]"
Charade,7.098731,,"[3, 13, 14, 17]"
Casablanca,13.916101,,"[6, 14]"
The Maltese Falcon,5.782544,,"[13, 4, 17]"
My Fair Lady,12.494394,,"[6, 7, 12, 14]"
Sabrina,7.359741,,"[3, 6, 14]"
Roman Holiday,11.954806,,"[3, 14]"
The Little Princess,5.640722,,"[6, 3, 7]"
Meet Me in St. Louis,7.331511,,"[3, 12, 14]"
The Wizard of Oz,22.064932,,"[1, 7, 8]"
Gone with the Wind,14.240357,,"[6, 14, 18]"
My Favorite Year,2.923672,,"[3, 6]"
Sunset Boulevard,11.709777,,[6]
Citizen Kane,15.811921,,"[13, 6]"
2001: A Space Odyssey,22.494622,The Space Odyssey Series,"[15, 13, 1]"
Golden Earrings,0.949155,,"[1, 14]"
All About Eve,12.06308,,[6]
The Women,5.076649,,"[3, 6]"
Rebecca,8.590813,,"[6, 13]"
Foreign Correspondent,9.955445,,"[13, 17, 18]"
Notorious,10.135111,,"[17, 6, 14]"
Spellbound,5.47596,,"[6, 13, 17]"
An Affair to Remember,9.813419,,"[6, 14]"
To Catch a Thief,5.490505,,"[4, 6, 13, 14, 17]"
Father of the Bride,2.469167,,"[3, 6, 7, 14]"
The Band Wagon,3.573935,,"[3, 12]"
Ninotchka,5.120036,,"[3, 14]"
Love in the Afternoon,8.196679,,"[3, 6, 14]"
Gigi,10.36311,,"[3, 12, 14]"
The Reluctant Debutante,1.954175,,"[3, 14]"
The Adventures of Robin Hood,10.685036,,"[0, 1, 14]"
The Mark of Zorro,7.431939,,"[0, 1, 6, 14, 19]"
Laura,9.884516,,"[6, 13]"
The Ghost and Mrs. Muir,3.008607,,"[8, 14, 13]"
Lost Horizon,3.166544,,"[1, 8, 6, 13]"
Top Hat,7.122093,,"[3, 12, 14]"
To Be or Not to Be,7.274948,,"[3, 18]"
My Man Godfrey,5.480098,,"[3, 14]"
Giant,10.864284,,"[0, 6, 19]"
East of Eden,6.42883,,[6]
The Thin Man,10.573867,The Thin Man Collection,"[3, 4, 13]"
His Girl Friday,9.88321,,"[3, 6]"
Around the World in Eighty Days,6.164226,,"[1, 3, 7, 8, 14]"
It's a Wonderful Life,15.031588,,"[6, 7, 8]"
Mr. Smith Goes to Washington,8.168694,,"[3, 6]"
Bringing Up Baby,6.60577,,"[3, 14]"
Penny Serenade,2.446972,,"[6, 14]"
The Scarlet Letter,0.284522,,[6]
Lady of Burlesque,0.264695,,"[3, 17, 13, 14]"
Of Human Bondage,1.831221,,[6]
Angel on My Shoulder,0.594433,,"[3, 8, 14]"
Little Lord Fauntleroy,4.709847,,"[6, 7]"
They Made Me a Criminal,1.758391,,"[17, 4, 6, 13]"
The Inspector General,0.896505,,"[3, 12, 14]"
Angel and the Badman,8.08426,,"[14, 19]"
The 39 Steps,5.865697,,"[0, 17, 13]"
A Walk in the Sun,8.85591,,"[18, 6]"
The Outlaw,1.450989,,"[0, 1, 19]"
Night of the Living Dead,14.384198,Living Dead Collection,[11]
The African Queen,6.636872,,"[1, 18, 14]"
Beat the Devil,2.001733,,"[0, 1, 3, 4, 6, 14]"
Cat on a Hot Tin Roof,11.794846,,"[6, 14]"
The Last Time I Saw Paris,0.912955,,"[14, 6]"
Meet John Doe,10.750619,,"[6, 3, 14]"
Algiers,0.348765,,"[6, 0, 13, 14]"
Something to Sing About,0.367546,,[3]
A Farewell to Arms,1.914697,,"[6, 14, 18]"
Moonlight Murder,0.283269,,"[12, 13]"
Nothing Personal,0.064512,,[6]
"Yes, Madam",1.060097,In the Line of Duty Collection,"[0, 9]"
Dangerous Ground,1.463219,,[6]
Picnic,8.500509,,"[6, 14]"
Madagascar Skin,0.580724,,[]
The Pompatus of Love,0.537795,,"[3, 14, 6]"
Small Wonders,0.00264,,"[5, 7]"
Fly Away Home,5.511155,,"[0, 1, 6, 7]"
Bliss,1.262649,,"[6, 14]"
Grace of My Heart,9.364418,,"[6, 3, 12]"
Brother of Sleep,0.751733,,[6]
Maximum Risk,7.370163,,"[0, 1, 17]"
Michael Collins,6.728199,,"[6, 17]"
The Rich Man's Wife,6.746475,,"[6, 17]"
Infinity,1.226688,,"[6, 14]"
Big Night,2.702973,,[6]
Last Man Standing,11.845918,,"[0, 4, 6, 17]"
Caught,1.625873,,"[0, 6, 17]"
Set It Off,6.85606,,"[6, 0, 4]"
2 Days in the Valley,4.989276,,"[3, 4]"
Curdled,2.781581,,"[3, 4, 17]"
L'associé,0.000308,,[3]
Ed's Next Move,0.550278,,[]
Extreme Measures,4.990506,,"[6, 17]"
The Glimmer Man,5.918737,,"[0, 1, 4, 6, 17]"
D3: The Mighty Ducks,5.511475,The Mighty Ducks Collection,"[0, 3, 6, 7]"
The Chamber,3.998494,,"[4, 6]"
The Apple Dumpling Gang,4.040945,The Apple Dumpling Gang Collection,"[3, 7]"
"Davy Crockett, King of the Wild Frontier",5.497359,Davy Crockett Collection,"[0, 1, 7, 19]"
Escape to Witch Mountain,7.151691,Witch Mountain Collection,"[1, 8, 15, 7]"
The Love Bug,10.091707,Herbie Collection,"[3, 7, 8]"
Herbie Rides Again,4.914603,Herbie Collection,"[14, 3, 7, 8]"
Old Yeller,12.887829,,"[1, 6, 19]"
The Parent Trap,5.807074,Parent Trap Collection,"[3, 7]"
Pollyanna,3.254308,,[1]
Homeward Bound: The Incredible Journey,7.186506,Homeward Bound Collection,"[1, 3, 6, 7]"
The Shaggy Dog,3.404213,The Shaggy Dog Collection,"[3, 7]"
Swiss Family Robinson,4.623089,,"[1, 7]"
That Darn Cat!,2.803679,,"[6, 7, 3]"
"20,000 Leagues Under the Sea",8.722406,,"[1, 6, 15]"
Cool Runnings,8.30721,,[3]
Angels in the Outfield,10.892812,,"[8, 6, 3, 7]"
Cinderella,14.436858,Cinderella Collection,"[7, 8, 2, 14]"
Winnie the Pooh and the Blustery Day,1.054814,,"[2, 7, 12]"
The Three Caballeros,8.702472,Caballeros Collection,"[2, 7, 12]"
The Sword in the Stone,10.636458,,"[2, 7]"
So Dear to My Heart,0.901443,,"[2, 6, 7]"
Robin Hood: Prince of Thieves,10.639244,,[1]
Mary Poppins,15.11549,,"[3, 7, 8]"
Dumbo,14.655879,,"[2, 7]"
Pete's Dragon,7.644722,,"[8, 2, 3, 7]"
Bedknobs and Broomsticks,10.362012,,"[1, 8, 2, 3, 7, 12]"
Alice in Wonderland,16.488937,,"[2, 1, 7, 8]"
The Fox and the Hound,10.197106,The Fox and the Hound Collection,"[1, 2, 6, 7]"
Freeway,7.088533,Freeway Collection,"[3, 6, 17]"
The Sound of Music,9.06773,,"[6, 7, 12, 14]"
Die Hard,16.640522,Die Hard Collection,"[0, 17]"
The Lawnmower Man,6.685948,The Lawnmower Man Collection,"[11, 17, 15]"
Unhook the Stars,5.52185,,"[6, 14]"
Synthetic Pleasures,0.001177,,[5]
The Secret Agent,2.943911,,"[6, 17]"
Secrets & Lies,11.223572,,[6]
That Thing You Do!,8.685761,,"[3, 6]"
To Gillian on Her 37th Birthday,3.263681,,"[6, 14]"
Surviving Picasso,2.167132,,"[6, 14]"
Love Is All There Is,0.453988,,"[3, 14]"
Beautiful Thing,5.766163,,"[3, 6, 14]"
The Long Kiss Goodnight,14.482345,,"[4, 0, 13, 17]"
The Ghost and the Darkness,10.789928,,[1]
Looking for Richard,2.653817,,[5]
Trees Lounge,3.464286,,"[3, 6]"
The Proprietor,0.4319,,[6]
Normal Life,0.881187,,"[4, 6]"
Get on the Bus,5.230661,,[6]
Shadow Conspiracy,3.733574,,"[0, 17]"
Jude,3.379677,,"[6, 14]"
Everyone Says I Love You,9.649113,,"[12, 3, 14]"
Bitter Sugar,0.401227,,"[6, 14]"
Romeo + Juliet,11.774061,,"[6, 14]"
Swingers,6.578025,,"[3, 14]"
Sleepers,9.198283,,"[4, 6, 17]"
The Sunchaser,2.35809,,[6]
Johns,0.271674,,[6]
Aladdin and the King of Thieves,8.654244,Aladdin Collection,"[1, 2, 7]"
The Woman in Question,0.757337,,[13]
Shall We Dance,3.786353,,"[3, 12, 14]"
A Damsel in Distress,1.685981,,"[3, 12, 14]"
Crossfire,3.770441,,"[4, 6, 13, 17]"
"Murder, My Sweet",3.433265,,"[4, 6, 13, 17]"
Macao,1.715751,,"[1, 6, 14]"
For the Moment,0.347124,,"[18, 6, 14, 0]"
Willy Wonka & the Chocolate Factory,12.416635,,"[7, 8]"
The Sexual Life of the Belgians,0.297781,,"[3, 14]"
The Innocents,7.667964,,[11]
Sleeper,6.048904,,"[3, 14, 15]"
Bananas,4.331819,,[3]
A Fish Called Wanda,11.400353,,"[3, 4]"
Life of Brian,10.714173,,[3]
Victor/Victoria,5.378996,,"[3, 12, 14]"
The Candidate,11.862375,,"[3, 6]"
The Great Race,4.473327,,"[1, 3]"
Bonnie and Clyde,12.109198,,"[4, 6]"
The Old Man and the Sea,1.728104,,"[1, 6]"
Dial M for Murder,7.853231,,"[4, 13, 17]"
Madame Butterfly,0.1489,,[]
Dirty Dancing,14.044122,Dirty Dancing Collection,"[6, 12, 14]"
Reservoir Dogs,12.22034,,"[4, 17]"
Platoon,18.206972,,"[6, 18, 0]"
Weekend at Bernie's,8.051891,Weekend at Bernie's Collection,[3]
Basic Instinct,16.628427,Basic Instinct Collection,"[17, 13]"
The Doors,7.829619,,"[6, 12]"
The Crying Game,7.404329,,"[14, 4, 6, 17]"
Glengarry Glen Ross,6.792215,,"[4, 6, 13]"
Sophie's Choice,15.417202,,"[6, 14]"
E.T. the Extra-Terrestrial,19.358546,,"[15, 1, 7, 8]"
The Search for One-eye Jimmy,0.617014,,[3]
A Christmas Carol,1.896952,,"[8, 6, 7]"
Days of Thunder,7.046753,,[1]
Top Gun,20.301019,,"[0, 14, 18]"
American Strays,0.51063,,"[0, 3]"
Rebel Without a Cause,10.968169,,[6]
A Streetcar Named Desire,7.301719,,[6]
Children of the Corn IV: The Gathering,7.97048,Children of the Corn Collection,[11]
The Leopard Son,0.002079,,[5]
Charm's  Incidents,0.001193,,[3]
Bird of Prey,0.564117,,"[4, 6]"
Microcosmos,10.793031,,[5]
Palookaville,1.669597,,[3]
The Associate,3.277612,,[3]
The Funeral,2.772039,,"[4, 6]"
The Sleepover,0.135596,,"[3, 11]"
A Single Girl,1.813577,,[6]
The Eighth Day,2.887239,,[6]
North Star,2.753163,,"[0, 1, 6, 19]"
Drunks,0.587824,,[6]
The People vs. Larry Flynt,9.178371,,[6]
Glory Daze,10.738755,,[3]
A Perfect Candidate,0.112669,,[5]
On Golden Pond,12.252186,,[6]
The Return of the Pink Panther,6.501177,The Pink Panther (Original) Collection,"[13, 3, 4]"
Drop Dead Fred,7.88101,,"[3, 8, 7]"
The Abyss,9.809585,,"[1, 0, 17, 15]"
The Fog,9.194572,,[11]
Escape from New York,10.124544,Escape From ... Collection,"[15, 0]"
The Howling,6.715512,The Howling Collection,"[6, 11]"
Jean de Florette,4.883274,The Water of the Hills Collection,[6]
